,Value,SpatialDim,TimeDim,IndicatorCode,SpatialDimType,Comments
0,28.322000122070314,COM,2001,Temperature,COUNTRY,
0,24.010044642857142,COL,2001,Temperature,COUNTRY,
0,14.270543522976597,CHN,2001,Temperature,COUNTRY,
0,23.43000030517578,MAC,2001,Temperature,COUNTRY,
0,23.97333272298177,HKG,2001,Temperature,COUNTRY,
0,12.35975566007653,CHL,2001,Temperature,COUNTRY,
0,21.616576122636555,TCD,2001,Temperature,COUNTRY,
0,23.762658497643848,CAF,2001,Temperature,COUNTRY,
0,23.84437370300293,CPV,2001,Temperature,COUNTRY,
0,-2.522659431691966,CAN,2001,Temperature,COUNTRY,
0,23.791609414258794,CMR,2001,Temperature,COUNTRY,
0,26.01574847341954,KHM,2001,Temperature,COUNTRY,
0,22.368692774681527,MMR,2001,Temperature,COUNTRY,
0,22.54388936360677,BDI,2001,Temperature,COUNTRY,
0,22.1897568121189,BFA,2001,Temperature,COUNTRY,
0,11.471772399129748,BGR,2001,Temperature,COUNTRY,
0,27.160001754760742,BRN,2001,Temperature,COUNTRY,
0,25.349870604666446,BRA,2001,Temperature,COUNTRY,
0,22.926963404605264,BWA,2001,Temperature,COUNTRY,
0,8.583845872145433,BIH,2001,Temperature,COUNTRY,
0,26.154689744971265,BOL,2001,Temperature,COUNTRY,
0,19.502144949776785,BTN,2001,Temperature,COUNTRY,
0,22.94105288856908,BEN,2001,Temperature,COUNTRY,
0,20.2605269582648,BLZ,2001,Temperature,COUNTRY,
0,2.2361538226787863,BEL,2001,Temperature,COUNTRY,
0,0.9865068409540881,BLR,2001,Temperature,COUNTRY,
0,23.724998474121094,BRB,2001,Temperature,COUNTRY,
0,21.163125610351564,BGD,2001,Temperature,COUNTRY,
0,23.049999237060547,BHR,2001,Temperature,COUNTRY,
0,17.3160864788553,BHS,2001,Temperature,COUNTRY,
0,14.339219093322754,AZE,2001,Temperature,COUNTRY,
0,4.701323565314798,AUT,2001,Temperature,COUNTRY,
0,22.466500907890392,AUS,2001,Temperature,COUNTRY,
0,14.46159912109375,ARM,2001,Temperature,COUNTRY,
0,17.087309632120252,ARG,2001,Temperature,COUNTRY,
0,24.843332926432293,ATG,2001,Temperature,COUNTRY,
0,27.135945215046778,AGO,2001,Temperature,COUNTRY,
0,9.079999923706055,AND,2001,Temperature,COUNTRY,
0,18.19025600705538,DZA,2001,Temperature,COUNTRY,
0,13.029998779296875,ALB,2001,Temperature,COUNTRY,
0,17.396492379610656,AFG,2001,Temperature,COUNTRY,
0,23.190000534057617,SXM,2001,Temperature,COUNTRY,
0,26.814998626708984,TUV,2001,Temperature,COUNTRY,
0,26.49000071894172,ZWE,2002,Temperature,COUNTRY,
0,26.843497168284788,ZMB,2002,Temperature,COUNTRY,
0,24.947834447487114,YEM,2002,Temperature,COUNTRY,
0,24.619206832627118,VNM,2002,Temperature,COUNTRY,
0,25.794262106233244,VEN,2002,Temperature,COUNTRY,
0,10.399999618530273,VAT,2002,Temperature,COUNTRY,
0,26.4770349573206,VUT,2002,Temperature,COUNTRY,
0,12.179700301381086,UZB,2002,Temperature,COUNTRY,
0,21.844220648871527,URY,2002,Temperature,COUNTRY,
0,26.908001708984376,FSM,2002,Temperature,COUNTRY,
0,27.311429704938615,MHL,2002,Temperature,COUNTRY,
0,9.079159099448898,USA,2002,Temperature,COUNTRY,
0,27.360000610351562,IOT,2002,Temperature,COUNTRY,
0,-0.7652380807059151,FLK,2002,Temperature,COUNTRY,
0,2.9200000762939453,JEY,2002,Temperature,COUNTRY,
0,2.5749998092651367,GGY,2002,Temperature,COUNTRY,
0,-0.5249999761581421,IMN,2002,Temperature,COUNTRY,
0,-0.9377776958324291,GBR,2002,Temperature,COUNTRY,
0,23.303953658702763,ARE,2002,Temperature,COUNTRY,
0,4.053006034365969,UKR,2002,Temperature,COUNTRY,
0,22.29465877199636,UGA,2002,Temperature,COUNTRY,
0,14.432655334472656,TKM,2002,Temperature,COUNTRY,
0,15.573190268987341,TUR,2002,Temperature,COUNTRY,
0,16.131289902553764,TUN,2002,Temperature,COUNTRY,
0,25.80285862513951,TTO,2002,Temperature,COUNTRY,
0,25.229999542236328,TON,2002,Temperature,COUNTRY,
0,23.44142892020089,TGO,2002,Temperature,COUNTRY,
0,26.674999237060547,TLS,2002,Temperature,COUNTRY,
0,25.368530771683673,THA,2002,Temperature,COUNTRY,
0,24.29321491949446,TZA,2002,Temperature,COUNTRY,
0,14.172886799291238,TJK,2002,Temperature,COUNTRY,
0,24.81000010172526,TWN,2002,Temperature,COUNTRY,
0,18.72323548560049,SYR,2002,Temperature,COUNTRY,
0,5.362432531408362,CHE,2002,Temperature,COUNTRY,
0,-5.260154429928503,SWE,2002,Temperature,COUNTRY,
0,23.63214329310826,SWZ,2002,Temperature,COUNTRY,
0,26.372575239701703,SUR,2002,Temperature,COUNTRY,
0,22.52425258366142,SSD,2002,Temperature,COUNTRY,
0,22.531242943912574,SDN,2002,Temperature,COUNTRY,
0,26.69702808277027,LKA,2002,Temperature,COUNTRY,
